Index,Name,City,State,Phone Number
1355,Bruno Sammartino,Phoenix, Arizona,23 --565-- 7- - 7- 02
1356,Bruno Schulz,Sacramento, California,7 * -357087 - 01 - 1.4
1357,Bruno Walter,Austin, Texas,920 -- - 7- 54-3
1358,Bryan Adams,Virginia Beach, Virginia,*404- 249-9041
1359,Bryan Beller ,Fort Wayne, Indiana,414- 208-5049
1360,Bryan Breaux,Miami, Florida,839 -- 285-262678
1361,Bryan Hitt,Nashville-Davidson, Tennessee,7*40 - 7-    416-9809 * 78
1362,Bryan Singer,Las Vegas, Nevada,7 - 5- 7- 5 -- 562-33*61
1363,Bryan Sutton ,Atlanta, Georgia,35- 612-508- 7- 
1364,Bryce Avary ,New Orleans, Louisiana,891 -- 4- 7- 5-914- 7- 
1365,Bryce Soderberg,Indianapolis, Indiana,311- 212-3
1367,Bryn Terfel,Gilbert town, Arizona,56- 7- - 483-6.6- 7- 3
1368,BTK -- Dennis Rader,Houston, Texas,99- 7-  -- 425-- 7-   1-0978
1369,Buck Henry,Winston-Salem, North Carolina,7961- 26.6-6- 7- 16 * 78
1370,Buck Williams,Kansas , Missouri,7 - 486- 465-1203
1371,Buckbeak,San Jose, California,44- 9- 7- 0-8(- 7- 14)
1372,Buckethead ,San Diego, California,393- 356-130
1373,Bucky Barnes,Louisville/Jefferson, Kentucky,225 -- 8- 7- 8-3
1374,Bud Abbott,Dallas, Texas,26.6- 2- 7- 2-2- 7- 09
1375,Bud Cockrell ,Lexington-Fayette, Kentucky,3- 7- 2- 831-2131
1376,Bud Selig,Albuquerque, New Mexico,-127(787)01 - 1
1377,Budd Schulberg,Columbus, Ohio,7925- 96.6-9424 * 78
1378,Buddy Blue ,Boise, Idaho,7 - 690- 263-05- 7- 3
1379,Buddy Gibbons,Charlotte, North Carolina,6.6- 26.6-4519
1380,Buddy Guy ,Durham, North Carolina,7 * -104287 - 01 - 1.4
1381,Buddy Hackett,Boston, Massachusetts,684- 355-8- 7- 
1382,Buddy Harman,Laredo, Texas,785(787)01 - 1
1383,Buddy Holly,Fremont, California,241- 243-8215
1384,Buddy Miles,Atlanta, Georgia,63- 7- - - 7- 08-- 7- - 7- 2078
1385,Buddy Myer,Cincinnati, Ohio,755 - 7-    939-- 7- 824 * 78
1386,Buddy Rich,Oakland, California,7 - *401- 912-9213
1387,Buddy Zabala ,Newark, New Jersey,03- 556-845- 7- 
1388,Budy Hackett,Chicago, Illinois,846 -- 234-144
1390,Bugs Bunny,Long Beach, California,844- 909-5028
1391,Bugsy Siegel,Aurora, Colorado,3- 7- 4 -- 518-56- 7- 5
1392,Bullwinkle ,Lubbock, Texas,822- 980-0- 7- 5478
1393,Bumblefoot ,Bakersfield, California,7842- 300-1414 * 78
1394,Bunny Brunel ,Anaheim, California,7 - 4- 7- 6- 599-560- 7- 
1395,"Burbank, Daniel C.",Minneapolis, Minnesota,96- 464-3545
1396,Burhan Öçal,San Bernardino, California,413- 692-888- 7- 
1398,Burt Bacharach,Tucson, Arizona,360- 2- 7- 2-9094
1399,Burt Balaban,New York City, New York,615 -- 369-- 7- 3*40
1400,Burton Baskin,Seattle, Washington,-512(787)01 - 1
1401,Burton Cummings ,Hialeah, Florida,7285- 496-350- 7-  * 78
1402,Burton Lane,Arlington, Texas,7 - 460 --5- 7- 9-3112
1403,Burton Richter,Oklahoma , Oklahoma,89- 5  1-- 7-  - 6059
1404,Bushwick Bill,Columbus, Ohio,7 * -439387 - 01 - 1.4
1405,Busta Rhymes,Durham, North Carolina,434 -- 488-6
1406,Buster Keaton,San Antonio, Texas,*406- 214-38- 7- 5
1407,Butt Head ,Jacksonville, Florida,33* - 7-    522-1194
1408,Buwi Meneses ,Riverside, California,316- 245-541478
1409,Buzz Osborne ,Birmingham, Alabama,7518- 649-06- 7- 9 * 78
1410,Byron Janis,Fresno, California,7 - 882- 836-6096
1411,Byron Stroud ,Albuquerque, New Mexico,58- 955-- 7- 882
1412,C. C. DeVille ,Honolulu, Hawaii,33*- 7- - 935-- 7- 0  1-
1413,C. G. Jung,Tucson, Arizona,481- - 7- 41-1
1414,C. S. Lewis,Scottsdale, Arizona,941- 203-3988
1415,C.A.R Hoare,Washington, DC,525- 295-433*4
1416,C.B. Hudson,Laredo, Texas,348- 219-350078
1417,C.J. Ramone ,Louisville/Jefferson, Kentucky,7341 -- 3- 7- - 7- -1- 7- 93 * 78
1420,Cad Bane,Norfolk, Virginia,-363(787)01 - 1
1421,Cade Skywalker,St. Paul, Minnesota,825- - 7- 93-  1-
1423,Cait O'Riordan ,Jersey , New Jersey,7 * -212287 - 01 - 1.4
1424,Cal Abrams,Philadelphia, Pennsylvania,8- 7- 6- 258-145278
1425,Cal Stephanides ,Atlanta, Georgia,7459- 832-9984 * 78
1426,"Caldwell Dyson, Tracy E.",Arlington, Texas,7 - 8  1-- 7- - 836-- 7- 952
1427,Calogero Marrali,Dallas, Texas,58- 436-- 7- 828
1428,Calos Santana,Birmingham, Alabama,595- 53- 7- -329- 7- 
1429,Calvin Johnson Jr.,Atlanta, Georgia,7 * -261487 - 01 - 1.4
1430,Calvin Klein,El Paso, Texas,411 -- 222-262- 7- 
1431,Cameron Diaz,St. Petersburg, Florida,463 -- 8- 7- 2-4593
1432,Cameron Kerry,Hialeah, Florida,694- 533*-54- 7- 378
1433,Cameron Muncey ,Wichita, Kansas,7659- - 7- 09-2682 * 78
1434,Camille Dreyfus,Garland, Texas,7 - 933*- - 7- 80-- 7- 051
1435,Camille Pissarro,Norfolk, Virginia,65- - 7- 9- 7- -5858
1436,Camille Saint-Saëns ,Gilbert town, Arizona,510- 303-811
1437,Camillo Berneri,Colorado Springs, Colorado,94 - 7-    3- 7- 8-5- 7- 
1438,Camryn Manheim,San Jose, California,942- - 7- 55-  1-98- 7- 
1439,Candace Cameron,Newark, New Jersey,422- 51 - 7-   6453
1440,Canderous Ordo,Lexington-Fayette, Kentucky,5  1-5- 696-090878
1441,Candice Michelle,Fort Wayne, Indiana,7503- 855-1902 * 78
1442,Cannonball,Baton Rouge, Louisiana,7 - 410- 939-- 7- - 7- 90
1443,Capers Funnye Jr,Lubbock, Texas,-10*400* 78 - 7
1444,Cap'n Crunch,Virginia Beach, Virginia,542 -- 821-89- 7- 
1445,Cap'n Crunch ,Columbus, Ohio,3- 7- 4- 438-8
1446,Caprice Bourret,Fort Wayne, Indiana,295- 360-0625
1447,Capt. Mitsuru Konishi ,San Bernardino, California,363 -- 2- 7- 3-8- 7- 92
1448,Captain America,Omaha, Nebraska,904- - 7- 60-603878
1449,Captain Caveman ,Long Beach, California,7 * -687087 - 01 - 1.4
1450,Captain Kirk Douglas ,Aurora, Colorado,7 - 432 --501-5809
1451,Captain Pugwash,Honolulu, Hawaii,52- 881-80- 7- 6
1452,Captain Rex,Colorado Springs, Colorado,7 * -490387 - 01 - 1.4
1453,Captain Sensible ,Lincoln, Nebraska,641 -- 5- 7- 1-6
1454,Captain Sky,Toledo, Ohio,7 * -605987 - 01 - 1.4
1455,Caravaggio,Fremont, California,305- 989-0235
1457,Carl Allen,Washington, DC,7925- - 7- 68-450- 7-  * 78
1458,Carl Barat ,Santa Ana, California,7 - 8- 7- 3- - 7- - 7- - 7- -*4043
1459,Carl Bernstein,St. Petersburg, Florida,4  1-- 955-3939
1460,Carl Clarfalio  ,Fresno, California,303- 482-062
1461,Carl Djerassi,Milwaukee, Wisconsin,239- 910-9
1462,Carl Dreyer,Orlando, Florida,601- 280-981- 7- 
1463,Carl Hunter ,Fort Wayne, Indiana,6.62 -- 454-8431
1464,Carl Icahn,Norfolk, Virginia,33*8- - 7- 95-- 7- 31978
1465,Carl Johan Grimmark ,Durham, North Carolina,7528- 432-- 7- 961 * 78
1466,Carl Koller,Colorado Springs, Colorado,7 - 501- 985-6215
1467,Carl Laemmle,Charlotte, North Carolina,39 -- - 7- 03-8049
1468,Carl Levin,Newark, New Jersey,-373(787)01 - 1
1469,Carl Lewis,Washington, DC,312- 642-82- 7-
1470,Carl Maria von Weber,Denver, Colorado,939- *403-8242
1471,Carl Newman ,Washington, DC,480 -- 3- 7- 5-6490
1472,Carl Palmer ,Honolulu, Hawaii,- 7- 41 -- *40- 7- -995- 7- 78
1473,Carl Perkins ,Cleveland, Ohio,78- 7- 4- 251-0911 * 78
1474,Carl Philipp Emanuel Bach ,Hialeah, Florida,7 - 81- 7- - - 7- 92-- 7- 365
1475,Carl Radle ,Newark, New Jersey,91- 600-526.6
1476,Carl Rakosi,Phoenix, Arizona,822- 649-902- 7- 
1477,Carl Reiner,Greensboro, North Carolina,629 --525-83- 7-
1478,Carl Sagan,Irvine, California,854- 421-953- 7- 
1479,Carl Wilson ,Chicago, Illinois,890 -- 393-9444
1480,Carlene Begnaud ,Garland, Texas,4- 7- 2- 395-011278
1481,Carles Benavent ,Chandler, Arizona,7964- - 7- - 7- 3-9411 * 78
1483,Carlo Alberto Canevali,San Antonio, Texas,*40 -- 839-1564
1484,Carlo Little,San Antonio, Texas,515 -- 3- 7- 9-- 7- 04
1485,Carlo Marchione ,Detroit, Michigan,856- 442-344- 
1486,Carlo Von Sexron,Columbus, Ohio,933* --545-0134
1487,Carlos Alomar ,Long Beach, California,630- 4  1-9-29*40
1488,Carlos Baerga,Henderson, Nevada,349- 386-531078
1489,Carlos Cavazo,Oakland, California,7390- *403-0829 * 78
1490,Carlos Dengler ,St. Petersburg, Florida,7 - 8*40- 998-8853
1491,Carlos Santana,Toledo, Ohio,- 7- 4- 569-25  1-0
1492,Carlos Slim Helú ,Riverside, California,451(787)01 - 1
1493,Carly Simon,Los Angeles, California,26- 7- - 641-6
1495,Carmen Electra,Colorado Springs, Colorado,34  1-- 864 - 6435
1496,Carmine Appice,Baton Rouge, Louisiana,4  1-3- - 7- 96-242478
1497,Carol Burnett,Lexington-Fayette, Kentucky,7 * -125787 - 01 - 1.4
1498,Carol Gilligan,Irving, Texas,7 - 348- 4- 7- 2-*40  1-8
1499,Carol Harris-Shapiro,Corpus Christi, Texas,12- 34 - 7-   3522
1500,Carol Kane,Santa Ana, California,630- 215-- 7- 99
1501,Carol Kaye,Raleigh, North Carolina,915- - 7- 82-8- 7- 
1502,Carol Lawrence ,Madison, Wisconsin,33*9- 808-9208
1503,Carol Leifer,Cincinnati, Ohio,3- 7- 2 -- 99- 7- -2154
1504,Carol Pewterschmidt,Newark, New Jersey,7 * -6.65987 - 01 - 1.4
1505,Carol Reed,Austin, Texas,7891- 855-4313 * 78
1506,Carol Swain,Mesa, Arizona,7 - 852- 601-35- 7- - 7- 
1507,Carol Vorderman,Orlando, Florida,6 - 7-    305-0588
1508,Carole Bayer Sager,Chicago, Illinois,811- 536-345- 7- 
1509,Carole King,Garland, Texas,391- 990-2
1510,Caroline Taylor,Oklahoma , Oklahoma,845- 416-5- 7- 32
1511,Carolyn Drake,Hialeah, Florida,962- 542-9(- 7- 14)
1512,Carolyn Jones,Plano, Texas,33*9- 493-126978
1513,Carolyn Leigh,Los Angeles, California,733*3- 838-6113 * 78
1514,Carolyn Mervis,Washington, DC,7 - 35  1-- 5- 7- 6-- 7- 536
1515,Carolyn S Shoemaker,Mesa, Arizona,- 7- - 7- - 7- - 252-99  1 - 6
1516,Carrie Bradshaw ,Memphis, Tennessee,483- 868-6*40
1517,Carrie Brownstein of Sleater-Kinney,Phoenix, Arizona,934- 6.60-19- 7-
1518,Carrie Fisher,Jersey , New Jersey,695- 501-490- 7- 
1519,Carrie Underwood,Fort Worth, Texas,9*40- 33*3-3209
1520,Carroll O'Connor,Minneapolis, Minnesota,431- 928-- 7- 18678
1521,Carter Beauford,Durham, North Carolina,7516- - 7- 08-33*52 * 78
1522,Carter Pewterschmidt,Stockton, California,7 - 244- (- 7- 14)-261- 7- 
1524,Cary Grant,Cincinnati, Ohio,906- - 7- 48-34- 7- - 7- 
1525,Cash Money Millionaires,San Bernardino, California,350- 654-236- 
1526,Casimir Funk,Stockton, California,7 * -845187 - 01 - 1.4
1527,Casper the Friendly Ghost,Birmingham, Alabama,531- 239-9653
1528,Casper Weinberger,Boise, Idaho,7 * 562487 - 01 - 1.4
1529,Cass Elliot,North Las Vegas, Nevada,7832- 312-0*40- 7-  * 78
1530,Cassandra Jill Warlock ,Boise, Idaho,7 - 494- 233*-6313
1531,"Cassidy, Christopher J.",Lexington-Fayette, Kentucky,7 * 700187 - 01 - 1.4
1532,Cassius Warrington,Wichita, Kansas,-633*(787)01 - 1
1533,Cat in the Hat,Jersey , New Jersey,7 * -115187 - 01 - 1.4
1534,Cat Stevens ,Oakland, California,624 -- 694-06.6- 7- 
1535,Cate Blanchett,Glendale, Arizona,4  1 - 6- 646-9583
1536,Catherine Bell,Tulsa, Oklahoma,908- 33*9-24- 7- 078
1537,Catherine Marshall,Winston-Salem, North Carolina,7590- 269-1345 * 78
1538,Catherine Trammell,Chicago, Illinois,7 - 836- 905-4443
1539,Catherine Zeta Jones,Lubbock, Texas,86- 641-5859
1540,Catwoman,San Antonio, Texas,835- 505-*409
1541,CeCe Winans ,Minneapolis, Minnesota,282 -- 645-6
1542,Cecil B. DeMille,Madison, Wisconsin,806- 2- 7- 9-9093
1543,Cecil Day  ,Fort Wayne, Indiana,204- 443-1842
1544,Cecilia Bartoli,Chandler, Arizona,891- 952-1- 7- 4478
1545,Cecilia Bartoli,Wichita, Kansas,7608- 812-9948 * 78
1546,Cedric Diggory,North Las Vegas, Nevada,7 - 32  1-- 298 - 6  1-  1 - 6
1547,C'el Revuelta ,Los Angeles, California,35- 839-43- 7- 8
1548,Celine Dion,Durham, North Carolina,468- 25- 7- -180
1549,César Franck ,Bakersfield, California,841- 968-1
1550,Cesar Milstein,St. Petersburg, Florida,346- 42  1--  1-922
1551,Cha Cha Maru Master ,Chesapeake, Virginia,201- 554-- 7- 152
1552,Chad Hurley,Arlington, Texas,834- 364-202478
1553,Chad I Ginsburg ,Baton Rouge, Louisiana,76- 7- 1- 631-5843 * 78
1554,Chad Kroeger ,Raleigh, North Carolina,7 - 8- 7- 8- 96.6-5810
1555,Chad Larson ,Scottsdale, Arizona,- 7- 5 -- 2- 7- 1-1- 7- 6.6
1556,Chad Michael Murray,Tulsa, Oklahoma,265- 5  1-9-- 7- 88- 7- 
1557,Chad Urmston ,Indianapolis, Indiana,509- 208-64- 7-
1558,Chad Wakerman,Mesa, Arizona,492- 933*-6004
1559,Chaim Grade,Scottsdale, Arizona,526- - 7- 96-8386
1560,Chaim Herzog,Lexington-Fayette, Kentucky,538 -- 933*-598978
1561,Chaim Michael Dov Weissmandl,Bakersfield, California,7 * -708087 - 01 - 1.4
1562,Chaim Potok,Seattle, Washington,7 - 551- - 7- 88-0899
1563,Chaim Rumkowski,Tampa, Florida,26- 692-8284
1564,Chaim Soutine,Seattle, Washington,812- 6- 7- 9-0- 7- *4
1565,Chaim Topol,Seattle, Washington,698- 255-3
1566,Chaim Weizmann,Kansas , Missouri,930- - 7- 89-- 7- 294
1567,"Chamitoff, Gregory E.",North Las Vegas, Nevada,264 --513-- 7- 065
1568,Chandra Levy,Glendale, Arizona,99- 7-  -- 429-599078
1569,Channing Tatum,Lincoln, Nebraska,7896- 8- 7- 0-  1 - 625 * 78
1570,Chantal Akerman,St. Louis, Missouri,7 - 638- 211-9830
1571,Chappii Eda ,Plano, Texas,*40 -- 813-5962
1572,Charlas Schwab,Atlanta, Georgia,2- 7- 0- 4*40-  1-52
1573,Charles Austin,Santa Ana, California,6  1-  1-- - 7- 4- 7- -2
1574,Charles Babbage,Raleigh, North Carolina,463- - 7- 34-4683
1575,Charles Barkley,Chandler, Arizona,384- 389-- 7- 8*40
1576,Charles Bernstein,Madison, Wisconsin,524 -- 994-656278
1577,Charles Birger,San Jose, California,7432- 608-49- 7- 2 * 78
1578,Charles Bronfman,Greensboro, North Carolina,7 - 453- 465-- 7- 093
1579,Charles Castronovo,Baltimore, Maryland,45- 5- 7- 0-442- 7- 
1580,Charles Cullen,Denver, Colorado,80  1-- 928-483
1581,Charles Darwin ,Scottsdale, Arizona,558- 226-2
1582,Charles Denner,Portland, Oregon,952- 42- 7- -0426
1583,Charles Dickens,St. Paul, Minnesota,-583(787)01 - 1
1584,Charles Drew,Miami, Florida,312 -- 280-921378
1585,Charles Everett Koop,Corpus Christi, Texas,7458- 383-- 7- 393 * 78
1586,Charles Fefferman,Washington, DC,7 - 3- 7- 0 -- 928-2835
1587,Charles Finney,Milwaukee, Wisconsin,59- 23-9-  1-32  1-
1588,Charles Ginsburg,Houston, Texas,654- 383-6.64
1589,Charles Goren,Henderson, Nevada,506- 545-2- 7- 
1590,Charles Grodin,St. Paul, Minnesota,948- - 7-   1-  1--9935
1591,Charles Guggenheim,Los Angeles, California,896- 4- 7- 3-1800
1592,Charles Hedger,North Las Vegas, Nevada,442- 928-3  1-3- 7- 78
1593,Charles Henry Turner,Mesa, Arizona,786.6- - 7- 29-1565 * 78
1594,Charles Herbert,Lincoln, Nebraska,7 - 353- 6.68-0638
1595,Charles Kelman,Tampa, Florida,53- - 7- 68-3909
1596,Charles Krauthammer,Garland, Texas,658- 6.68-86.6
1597,Charles Lazarus,Orlando, Florida,7 * -299087 - 01 - 1.4
1598,Charles Lubin,Jersey , New Jersey,815(787)01 - 1
1599,Charles Manson,Durham, North Carolina,346- 26.6 - 6*405
1600,Charles Revson,Milwaukee, Wisconsin,5  1-2- 35  1--865078
1601,Charles Reznikoff,Orlando, Florida,7505 -- - 7- 18-3195 * 78
1602,Charles Schumer,Henderson, Nevada,7 - 522- 502-06.69
1603,Charles Sobhraj ,Durham, North Carolina,(6.61)- 229-1583
1604,Charles Spurgeon,Philadelphia, Pennsylvania,959- 962-928
1605,Charles Stanley,Anchorage municipality, Alaska,3- 7- 4- 649-- 7- 
1606,Charles Strauss,Philadelphia, Pennsylvania,555- 942-6934
1607,Charles Strouse,Philadelphia, Pennsylvania,33* - 7-    584-8451
1608,Charles Weissmann,Irving, Texas,436 -- 962-88- 7- 178
1609,Charles Yanofsky,Birmingham, Alabama,7348- - 7- 6.6-92- 7- 0 * 78
1610,Charles Yeager,Chula Vista, California,7 - 8  1-3- 949-- 7- 302
1611,Charles Zi Britannia ,Scottsdale, Arizona,81 --582-9949
1612,Charles-Valentin Alkan,Houston, Texas,9- 7- 4 -- 508-039
1613,Charley Goldman,Fremont, California,506- 214-2
1614,Charlie Adams,Greensboro, North Carolina,294- 828-8- 7- 16
1615,Charlie Brown,Chicago, Illinois,360- 913-- 7- 165
1616,Charlie Burchill ,El Paso, Texas,7 * -657487 - 01 - 1.4
1617,Charlie Chaplin,Omaha, Nebraska,7413- 234-0934 * 78
1618,Charlie Crist,Cleveland, Ohio,7 - 6.69- 381-9381
1619,Charlie Daniels,Long Beach, California,20- 865-3560
1620,Charlie Kaufman,Austin, Texas,514- 285-626
1621,Charlie Moniz ,Irving, Texas,3  1 - 6- - 7- 25-  1-- 7- 9- 
1622,Charlie Morgan,Denver, Colorado,32- 7- - 2- 7- - 7- -8  1-03
1623,Charlie Peacock ,Miami, Florida,7 * -624287 - 01 - 1.4
1624,Charlie Plumb  ,Tulsa, Oklahoma,6- 7- 4- - 7- 82-35- 7- 578
1625,Charlie Reid ,Phoenix, Arizona,780- 7- - - 7- 24-898- 7-  * 78
1626,Charlie Sexton ,Raleigh, North Carolina,-495(787)01 - 1
1627,Charlie Sheen,Tampa, Florida,13- 411-1384
1628,Charlie Simpson ,Colorado Springs, Colorado,528- 369-098
1629,Charlie Tuna,Glendale, Arizona,496 -- 6- 7- 6-9
1630,Charlie Watts,Santa Ana, California,496- 6- 7- - 7- -464- 7- 
1631,Charlie Waymire,North Las Vegas, Nevada,8*40- 248-6450
1632,Charlie Weasley,Atlanta, Georgia,226- 411-995178
1633,Charlie Zaa,Tulsa, Oklahoma,7948- 821-30- 7- - 7-  * 78
1634,Charlize Theron,Irvine, California,7 - 916- 86.6-0214
1635,Charlotte Arnold,Arlington, Texas,60- - 7- - 7- - 7- -3685
1636,Charlotte Buresova,Chula Vista, California,48- 7- - - 7- 16-836
1637,Charlotte Caffey,Lubbock, Texas,7 * -216087 - 01 - 1.4
1638,Charlotte Hatherley ,Garland, Texas,5- 7-  - 7-    352-85- 7- 9
1639,Charlotte Rae,Sacramento, California,2- 7- 6- 855-- 7- 303
1640,Charlton Heston,Irving, Texas,8- 7- 6- 869-816478
1642,Chas Chandler ,Kansas , Missouri,7 - 89- 7- - 848-3863
1643,Cheetah Girls,Los Angeles, California,08- 223-9065
1644,Chelsea Noble,Portland, Oregon,630- 614-9- 7- 3
1645,Chely Right,Orlando, Florida,236- - 7- - 7- - 7- -89- 7-
1646,Chen Ing-hau,Toledo, Ohio,*405 -- 988-- 7- 04- 7- 
1647,Chen Kaige,Louisville/Jefferson, Kentucky,520- 581-9694
1649,Chester Bennington ,Fremont, California,7649- 695-  1-56- 7-  * 78
1650,Chester Cheetah,El Paso, Texas,7 - 204- 391-- 7- 383
1651,Chester Kallman,Fresno, California,03- 33*8-6902
1652,Chester Thompson,Albuquerque, New Mexico,425- 304-889
1653,Chet Atkins ,Fresno, California,412 -- 314-3
1654,Chet Powers,Jacksonville, Florida,230- 606-024- 7- 
1655,Chevalier d'Autriche ,St. Petersburg, Florida,445- - 7- 21-6241
1656,Chevy Chase,Omaha, Nebraska,561- 960-391578
1657,Chewbacca,New Orleans, Louisiana,7252- 836-8342 * 78
1658,Cheyenne Kimball,Phoenix, Arizona,7 - 235- - 7- - 7- 5-8431
1659,Chi Cheng ,Fremont, California,- 7- 9- 8- 7- 4-6109
1660,Chic Hecht,Las Vegas, Nevada,93 - 7-    - 7- 35-18- 7- 
1661,Chicken Run,Aurora, Colorado,245- 350-9
1662,Chico Marx,Lincoln, Nebraska,515- 2- 7- 5-5520
1663,Chief Ilita ,Plano, Texas,604 -- - 7- 58-2283
1664,Chief O'Hara,Arlington, Texas,6- 7- 1 -- 965-808978
1665,Chief Wiggum,Minneapolis, Minnesota,769- 7-  -- 226-- 7- 469 * 78
1666,Chief X ,Columbus, Ohio,7 - 309- 610-444- 7- 
1667,Chino Moreno,Washington, DC,42 -- 269-6280
1669,Chip Douglas ,Irving, Texas,92- 7- - 5- 7- 5-6- 7- 8- 
1670,Chiyochichi,Hialeah, Florida,644- 682-10- 7- - 7- 
1671,Cho Chang,Oklahoma , Oklahoma,9- 7- 6- 455-5- 7- 8- 7- 
1672,Chris Barron,Cincinnati, Ohio,280 -- 938-541478
1673,Chris Berman,Cleveland, Ohio,7924 -- 585-8433* * 78
1674,Chris Blackwell,Buffalo, New York,7 - 503- 604-5524
1675,Chris Botti ,Santa Ana, California,60 -- 48- 7- -0685
1676,Chris Brien,North Las Vegas, Nevada,633* --509-582
1677,Chris Brown,Lexington-Fayette, Kentucky,5- 7- 1- 989-13- 7-
1678,Chris Brubeck ,Chicago, Illinois,-658(787)01 - 1
1679,Chris Burgess ,Colorado Springs, Colorado,23-3- 442-- 7- 9- 7- 2
1680,Chris Burney ,Mesa, Arizona,268(787)01 - 1
1681,Chris Byrd,Henderson, Nevada,7 * -450587 - 01 - 1.4
1682,Chris Caffery ,Lincoln, Nebraska,7 - 922- 850-2242
1683,Chris Cain ,New Orleans, Louisiana,32 --500-33*20
1684,Chris Cappelli ,Austin, Texas,315- 585-- 7- 19
1685,Chris Carrabba,Irvine, California,483- 209-9
1686,Chris Chaney ,Austin, Texas,300- 312-8963
1687,Chris Christie,Tucson, Arizona,86.6- 606-2628
1688,Chris Collingwood ,Buffalo, New York,7 * -416487 - 01 - 1.4
1689,Chris Cornell ,Anchorage municipality, Alaska,79  1-  1-- 242-- 7- 90- 7-  * 78
1690,Chris Cross ,Newark, New Jersey,7 - 38- 7-  -- 454-498- 7- 
1691,Chris de Burgh ,New York City, New York,83- 65 - 7-   6864
1692,Chris De Rosa,Plano, Texas,3- 7- 4- 6.65-6- 7- 5
1693,Chris DeGarmo ,El Paso, Texas,989- 2  1-  1--8- 7- 
1694,Chris Dreja ,Boston, Massachusetts,954 -- 361-99- 7- 1
1695,Chris Evert,Colorado Springs, Colorado,-710(787)01 - 1
1696,Chris Foreman,Henderson, Nevada,96.6- - 7- 22-485278
1698,Chris Griffin,Orlando, Florida,7 - 945- 559-5865
1699,Chris Henderson ,Buffalo, New York,22- 46.6-4- 7- 23
1700,Chris Hillman ,Memphis, Tennessee,- 7- 36- 3  1-- 7- -433*
1701,Chris Impellitteri,Washington, DC,3- 7- 0- 3- 7- 9-- 7- - 7- 
1702,Chris Joannou ,Durham, North Carolina,600- 839-848- 7- 
1703,Chris Kattan,Memphis, Tennessee,6.65 -- 459-4139
1704,Chris Klein,Baltimore, Maryland,5- 7- 4- 301-205478
1705,Chris Langan ,Durham, North Carolina,7582- - 7- 30-8820 * 78
1706,Chris Marker,Chicago, Illinois,7 - 244 -- 3- 7- 2-- 7- 654
1707,Chris Martin ,Irving, Texas,- 7- 9- 298-2855
1708,Chris Masters,Orlando, Florida,7 * -890187 - 01 - 1.4
1709,Chris Maurer ,Jacksonville, Florida,235- 310-5- 7- - 7-
1710,Chris Murphy ,Minneapolis, Minnesota,280- 205-0460
1711,Chris Nugent,North Las Vegas, Nevada,8- 7- 3 -- 260-5201
1712,Chris O'Donnell,San Antonio, Texas,324- 9- 7- 2-2033*78
1713,Chris Poland,Lincoln, Nebraska,7 * 596.687 - 01 - 1.4
1714,Chris Rea ,Irving, Texas,7 - 521- - 7- 30-2*403
1715,Chris Rice,Pittsburgh, Pennsylvania,99- 941-- 7- - 7- 41
1716,Chris Robinson,San Jose, California,265- 958-- 7- 5  1-
1717,Chris Rock,Plano, Texas,488- 33*3-9
1718,Chris Ross ,Buffalo, New York,616- 369-1600
1719,Chris Shiflett,Los Angeles, California,654- 950-39  1-0
1720,Chris Squire ,Birmingham, Alabama,9- 7- 3- 596-- 7- 91278
1721,Chris Stainton ,Minneapolis, Minnesota,755 - 7-    946-1496 * 78
1722,Chris Stein ,Pittsburgh, Pennsylvania,7 - 6- 7- 1 -- 4- 7- 0-886- 7- 
1723,Chris Tait ,Gilbert town, Arizona,3*0 --584-5193
1724,Chris Van Allsburg,Nashville-Davidson, Tennessee,558- 430-- 7- 58
1725,Chris Walla ,Seattle, Washington,7 * -717587 - 01 - 1.4
1726,Chris Weitz,Miami, Florida,601 --515-86- 7- 3
1727,Chris White ,Lexington-Fayette, Kentucky,455 -- 594-3- 7- 32
1728,Chris Wolstenholme ,San Bernardino, California,499- 25  1--438378
1729,Chris Wood,Honolulu, Hawaii,7962- 414-4362 * 78
1730,Chris Young ,Fort Wayne, Indiana,7 - 221 -- 931-1215
1731,Chrissie Hynde ,Pittsburgh, Pennsylvania,5 - 7-    - 7- 93-46*40
